Credit,Partenaire,Durée_du_crédit,Type_de_produit,Montant_du_crédit,Montant_du_renouvelable,Situation_familliale,Nombre_enfant,Contrat_de_travail,Profession,Situation_logement,Sex,Age,Revenu,BaseScore,x1,x2,x3,x4,x6,x7,x12,Score
1,8,4.0,1,317.6,2000.0,2,2.0,2,6,1,0,36.0,1100.0,522.0,18.0,9.0,-7.0,12.0,-0.0,8.0,7.0,569.0
1,8,3.0,0,403.19,403.19,0,0.0,1,5,3,1,21.0,1300.0,522.0,18.0,13.0,0.0,12.0,-0.0,-1.0,-25.0,539.0
1,8,4.0,1,329.9,2000.0,3,0.0,4,7,0,1,63.0,1700.0,522.0,18.0,9.0,-7.0,12.0,37.0,-1.0,24.0,614.0
1,8,3.0,0,232.22,232.22,3,0.0,4,7,4,0,67.0,1700.0,522.0,18.0,13.0,0.0,13.0,37.0,-1.0,43.0,645.0
1,2,12.0,0,649.99,649.99,3,3.0,2,6,1,1,37.0,1900.0,522.0,5.0,-9.0,0.0,9.0,37.0,8.0,7.0,579.0
1,2,3.0,1,449.99,2000.0,3,0.0,2,3,4,0,57.0,2400.0,522.0,5.0,13.0,-7.0,12.0,37.0,-1.0,24.0,605.0
1,6,5.0,0,3000.0,3000.0,3,0.0,4,7,1,0,80.0,1500.0,522.0,5.0,-3.0,0.0,-18.0,37.0,-1.0,43.0,585.0
1,2,10.0,1,483.99,3000.0,3,0.0,4,7,4,0,64.0,1500.0,522.0,5.0,-3.0,-7.0,12.0,37.0,-1.0,24.0,589.0
1,6,10.0,0,1280.0,1280.0,3,0.0,4,7,4,1,71.0,980.0,522.0,5.0,-3.0,0.0,-18.0,37.0,-1.0,43.0,585.0
1,8,4.0,0,664.88,664.88,0,0.0,2,3,0,1,46.0,2600.0,522.0,18.0,9.0,0.0,9.0,-0.0,-1.0,7.0,564.0
1,8,4.0,1,224.25,2000.0,0,0.0,2,3,1,0,28.0,3700.0,522.0,18.0,9.0,-7.0,13.0,-0.0,-1.0,-25.0,529.0
1,2,20.0,0,789.97,789.97,3,1.0,2,6,4,0,44.0,1700.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,7.0,552.0
1,2,10.0,0,998.99,998.99,2,3.0,2,3,0,0,35.0,650.0,522.0,5.0,-3.0,0.0,-18.0,-0.0,8.0,-7.0,507.0
1,2,20.0,0,483.99,483.99,4,2.0,2,3,4,1,31.0,1650.0,522.0,5.0,-9.0,0.0,12.0,37.0,8.0,-7.0,568.0
1,2,15.0,1,541.89,2000.0,3,2.0,2,5,1,1,31.0,1560.0,522.0,5.0,-9.0,-7.0,9.0,37.0,8.0,-7.0,558.0
1,2,20.0,0,979.97,979.97,3,3.0,2,3,1,0,41.0,2000.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,7.0,552.0
1,8,4.0,1,542.29,2000.0,5,1.0,2,6,4,0,57.0,2900.0,522.0,18.0,9.0,-7.0,9.0,37.0,8.0,24.0,620.0
1,8,3.0,1,134.99,3000.0,3,3.0,2,3,0,1,54.0,1800.0,522.0,18.0,13.0,-7.0,13.0,37.0,8.0,15.0,619.0
0,2,12.0,0,1490.0,1490.0,0,0.0,2,3,1,1,53.0,1780.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,15.0,514.0
1,8,4.0,1,531.9,3000.0,3,2.0,2,5,0,0,32.0,2000.0,522.0,18.0,9.0,-7.0,9.0,37.0,8.0,-7.0,589.0
1,8,10.0,0,660.0,660.0,0,0.0,2,2,3,1,25.0,1700.0,522.0,18.0,-3.0,0.0,9.0,-0.0,-1.0,-25.0,520.0
1,2,15.0,0,649.99,649.99,3,0.0,4,7,1,1,65.0,2500.0,522.0,5.0,-9.0,0.0,9.0,37.0,-1.0,24.0,587.0
1,8,3.0,1,199.78,3000.0,3,0.0,4,7,4,1,70.0,2200.0,522.0,18.0,13.0,-7.0,13.0,37.0,-1.0,43.0,638.0
1,8,4.0,1,120.07,2000.0,0,0.0,4,4,3,0,49.0,800.0,522.0,18.0,9.0,-7.0,13.0,-0.0,-1.0,7.0,561.0
1,8,10.0,0,600.0,600.0,4,1.0,2,3,1,1,34.0,1600.0,522.0,18.0,-3.0,0.0,9.0,37.0,8.0,-7.0,584.0
1,2,3.0,0,549.99,549.99,3,4.0,2,2,4,1,47.0,2500.0,522.0,5.0,13.0,0.0,9.0,37.0,8.0,7.0,601.0
1,8,4.0,1,283.99,2000.0,3,2.0,2,3,1,0,47.0,1448.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,7.0,607.0
1,2,5.0,0,508.99,508.99,3,1.0,2,3,0,0,50.0,1100.0,522.0,5.0,-3.0,0.0,9.0,37.0,8.0,15.0,593.0
1,8,4.0,1,595.14,2000.0,0,0.0,2,6,1,0,23.0,1300.0,522.0,18.0,9.0,-7.0,9.0,-0.0,-1.0,-25.0,525.0
1,2,30.0,0,1999.0,1999.0,3,4.0,2,6,0,1,50.0,2500.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,15.0,560.0
1,2,15.0,0,770.98,770.98,1,0.0,4,7,4,0,72.0,2500.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,43.0,542.0
1,4,10.0,0,1142.02,1142.02,0,2.0,2,2,4,1,50.0,3000.0,522.0,5.0,-3.0,0.0,-18.0,-0.0,8.0,15.0,529.0
1,8,10.0,0,1495.31,1495.31,1,2.0,1,3,1,0,44.0,1250.0,522.0,18.0,-3.0,0.0,-18.0,-0.0,8.0,7.0,534.0
1,8,3.0,1,204.6,1500.0,3,2.0,2,5,1,1,62.0,2500.0,522.0,18.0,13.0,-7.0,13.0,37.0,8.0,24.0,628.0
1,6,20.0,0,670.6,670.6,6,2.0,4,7,1,0,63.0,1795.0,522.0,5.0,-9.0,0.0,9.0,37.0,8.0,24.0,596.0
1,2,12.0,0,389.99,389.99,6,0.0,4,7,4,0,62.0,1340.0,522.0,5.0,-9.0,0.0,12.0,37.0,-1.0,24.0,590.0
1,8,4.0,1,144.8,2000.0,3,0.0,4,7,1,1,60.0,1500.0,522.0,18.0,9.0,-7.0,13.0,37.0,-1.0,24.0,615.0
1,2,30.0,0,613.99,613.99,3,2.0,2,6,0,0,43.0,1200.0,522.0,5.0,-9.0,0.0,9.0,37.0,8.0,7.0,579.0
1,4,10.0,0,849.0,849.0,0,1.0,2,3,1,0,23.0,1500.0,522.0,5.0,-3.0,0.0,-18.0,-0.0,8.0,-25.0,489.0
1,2,12.0,0,1249.98,1249.98,3,2.0,2,2,1,0,34.0,1500.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,-7.0,538.0
1,8,4.0,0,302.6,302.6,3,2.0,2,6,0,0,32.0,2000.0,522.0,18.0,9.0,0.0,13.0,37.0,8.0,-7.0,600.0
1,8,3.0,1,280.8,2000.0,0,1.0,2,6,1,0,42.0,1400.0,522.0,18.0,13.0,-7.0,13.0,-0.0,8.0,7.0,574.0
1,8,30.0,1,0.0,1000.0,3,0.0,4,7,4,0,63.0,6000.0,522.0,18.0,-9.0,-7.0,13.0,37.0,-1.0,24.0,597.0
1,8,4.0,1,345.8,3000.0,6,0.0,4,7,1,0,84.0,1100.0,522.0,18.0,9.0,-7.0,12.0,37.0,-1.0,43.0,633.0
1,2,30.0,0,1999.0,1999.0,2,1.0,2,6,1,1,27.0,2000.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,8.0,-25.0,483.0
1,8,4.0,1,425.16,2000.0,1,3.0,2,6,4,0,40.0,2000.0,522.0,18.0,9.0,-7.0,12.0,-0.0,8.0,7.0,569.0
1,2,30.0,0,583.99,583.99,1,0.0,4,4,1,0,52.0,1050.0,522.0,5.0,-9.0,0.0,9.0,-0.0,-1.0,15.0,541.0
1,2,20.0,0,399.99,399.99,3,0.0,4,7,4,1,71.0,1800.0,522.0,5.0,-9.0,0.0,12.0,37.0,-1.0,43.0,609.0
1,8,10.0,0,655.57,655.57,3,0.0,4,7,4,1,63.0,3000.0,522.0,18.0,-3.0,0.0,9.0,37.0,-1.0,24.0,606.0
1,2,30.0,0,1153.97,1153.97,5,0.0,2,5,4,0,57.0,2400.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,24.0,560.0
1,2,3.0,1,449.99,2000.0,2,2.0,2,6,0,1,38.0,2100.0,522.0,5.0,13.0,-7.0,12.0,-0.0,8.0,7.0,560.0
1,8,4.0,0,111.06,111.06,0,0.0,1,6,3,1,21.0,1080.0,522.0,18.0,9.0,0.0,13.0,-0.0,-1.0,-25.0,536.0
1,2,10.0,1,458.99,3000.0,0,2.0,2,3,1,0,49.0,1480.0,522.0,5.0,-3.0,-7.0,12.0,-0.0,8.0,7.0,544.0
1,3,4.0,0,936.52,936.52,6,0.0,4,7,4,0,79.0,1500.0,522.0,5.0,9.0,0.0,-18.0,37.0,-1.0,43.0,597.0
1,8,3.0,0,629.99,629.99,3,2.0,2,5,0,1,33.0,1300.0,522.0,18.0,13.0,0.0,9.0,37.0,8.0,-7.0,600.0
1,2,4.0,0,513.99,513.99,3,2.0,2,2,0,1,48.0,1800.0,522.0,5.0,9.0,0.0,9.0,37.0,8.0,7.0,597.0
1,2,20.0,0,580.99,580.99,0,0.0,2,3,1,0,53.0,1150.0,522.0,5.0,-9.0,0.0,9.0,-0.0,-1.0,15.0,541.0
1,8,4.0,1,129.6,2000.0,0,0.0,2,3,1,0,26.0,1630.0,522.0,18.0,9.0,-7.0,13.0,-0.0,-1.0,-25.0,529.0
1,8,33.0,1,0.0,1000.0,0,0.0,2,3,1,1,22.0,1400.0,522.0,18.0,-9.0,-7.0,13.0,-0.0,-1.0,-25.0,511.0
1,2,5.0,0,199.99,199.99,3,2.0,2,3,1,1,35.0,1600.0,522.0,5.0,-3.0,0.0,13.0,37.0,8.0,-7.0,575.0
1,8,30.0,1,0.0,1000.0,3,2.0,2,3,2,1,40.0,2350.0,522.0,18.0,-9.0,-7.0,13.0,37.0,8.0,7.0,589.0
1,2,12.0,0,483.99,483.99,3,2.0,2,3,1,0,42.0,1200.0,522.0,5.0,-9.0,0.0,12.0,37.0,8.0,7.0,582.0
1,8,4.0,1,200.78,3000.0,0,0.0,2,6,0,0,26.0,1400.0,522.0,18.0,9.0,-7.0,13.0,-0.0,-1.0,-25.0,529.0
1,8,10.0,0,723.75,723.75,3,2.0,2,3,0,1,33.0,1900.0,522.0,18.0,-3.0,0.0,9.0,37.0,8.0,-7.0,584.0
1,2,12.0,0,500.49,500.49,0,0.0,2,3,1,0,55.0,1300.0,522.0,5.0,-9.0,0.0,9.0,-0.0,-1.0,15.0,541.0
1,2,12.0,0,883.99,883.99,0,0.0,2,3,4,1,45.0,2200.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,7.0,506.0
1,2,10.0,1,300.0,2000.0,1,0.0,4,7,1,0,70.0,1000.0,522.0,5.0,-3.0,-7.0,13.0,-0.0,-1.0,43.0,572.0
1,2,30.0,0,990.98,990.98,0,0.0,2,6,1,0,43.0,1200.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,7.0,506.0
1,6,20.0,0,1855.0,1855.0,3,0.0,4,7,1,1,84.0,5500.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,43.0,579.0
1,8,4.0,1,447.38,2000.0,0,0.0,2,5,3,1,22.0,1777.0,522.0,18.0,9.0,-7.0,12.0,-0.0,-1.0,-25.0,528.0
1,8,4.0,1,260.0,3000.0,3,1.0,4,7,1,1,62.0,1500.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,24.0,624.0
1,2,3.0,1,1249.98,2000.0,3,0.0,4,7,4,0,74.0,1750.0,522.0,5.0,13.0,-7.0,-18.0,37.0,-1.0,43.0,594.0
1,8,3.0,0,287.26,287.26,2,2.0,1,6,1,0,50.0,1400.0,522.0,18.0,13.0,0.0,13.0,-0.0,8.0,15.0,589.0
1,8,4.0,1,171.39,3000.0,0,1.0,4,4,1,0,47.0,1000.0,522.0,18.0,9.0,-7.0,13.0,-0.0,8.0,7.0,570.0
1,2,15.0,0,1382.98,1382.98,1,0.0,2,3,1,0,54.0,1200.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,15.0,514.0
1,2,20.0,0,613.99,613.99,2,0.0,4,7,1,1,66.0,2000.0,522.0,5.0,-9.0,0.0,9.0,-0.0,-1.0,43.0,569.0
1,2,10.0,1,485.99,1500.0,3,0.0,4,7,1,0,63.0,2300.0,522.0,5.0,-3.0,-7.0,12.0,37.0,-1.0,24.0,589.0
1,8,30.0,1,0.0,1000.0,3,1.0,2,5,1,1,48.0,2400.0,522.0,18.0,-9.0,-7.0,13.0,37.0,8.0,7.0,589.0
1,8,1.0,1,625.46,2000.0,0,0.0,2,3,3,0,21.0,1200.0,522.0,18.0,13.0,-7.0,9.0,-0.0,-1.0,-25.0,529.0
1,0,12.0,0,599.0,599.0,0,2.0,2,5,1,1,52.0,1400.0,522.0,-16.0,-9.0,0.0,9.0,-0.0,8.0,15.0,529.0
1,8,30.0,1,0.0,1000.0,3,3.0,2,5,1,1,41.0,1800.0,522.0,18.0,-9.0,-7.0,13.0,37.0,8.0,7.0,589.0
1,2,10.0,1,1022.98,3000.0,0,0.0,2,6,3,0,31.0,1340.0,522.0,5.0,-3.0,-7.0,-18.0,-0.0,-1.0,-7.0,491.0
1,2,12.0,0,408.99,408.99,3,1.0,2,3,4,1,47.0,1800.0,522.0,5.0,-9.0,0.0,12.0,37.0,8.0,7.0,582.0
1,8,4.0,1,336.85,3000.0,2,1.0,2,3,0,1,44.0,1350.0,522.0,18.0,9.0,-7.0,12.0,-0.0,8.0,7.0,569.0
1,2,5.0,0,613.99,613.99,6,0.0,2,3,4,0,55.0,1500.0,522.0,5.0,-3.0,0.0,9.0,37.0,-1.0,15.0,584.0
1,6,20.0,0,3840.0,3840.0,3,0.0,4,7,4,1,62.0,1900.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,24.0,560.0
1,2,12.0,0,379.99,379.99,1,0.0,2,5,3,0,28.0,1000.0,522.0,5.0,-9.0,0.0,12.0,-0.0,-1.0,-25.0,504.0
1,8,3.0,1,329.56,3000.0,4,2.0,2,3,0,0,37.0,1400.0,522.0,18.0,13.0,-7.0,12.0,37.0,8.0,7.0,610.0
1,8,4.0,1,460.94,2000.0,0,0.0,2,5,0,1,39.0,1800.0,522.0,18.0,9.0,-7.0,12.0,-0.0,-1.0,7.0,560.0
1,2,15.0,0,459.99,459.99,3,1.0,2,5,1,1,44.0,1500.0,522.0,5.0,-9.0,0.0,12.0,37.0,8.0,7.0,582.0
1,2,30.0,0,1999.99,1999.99,5,2.0,2,3,1,0,45.0,1280.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,7.0,552.0
1,2,20.0,0,1470.47,1470.47,3,0.0,2,2,4,1,52.0,2800.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,15.0,551.0
1,2,5.0,0,281.99,281.99,3,0.0,2,5,1,1,41.0,1500.0,522.0,5.0,-3.0,0.0,13.0,37.0,-1.0,7.0,580.0
1,2,12.0,0,358.99,358.99,3,2.0,2,6,0,0,45.0,2200.0,522.0,5.0,-9.0,0.0,12.0,37.0,8.0,7.0,582.0
1,6,20.0,0,1000.0,1000.0,6,0.0,4,7,4,0,81.0,850.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,43.0,579.0
1,8,3.0,0,301.4,301.4,3,2.0,2,2,1,1,39.0,2000.0,522.0,18.0,13.0,0.0,13.0,37.0,8.0,7.0,618.0
1,8,4.0,1,416.78,2000.0,1,3.0,2,6,0,0,47.0,2250.0,522.0,18.0,9.0,-7.0,12.0,-0.0,8.0,7.0,569.0
1,8,3.0,1,300.0,2000.0,4,2.0,2,2,1,1,36.0,2500.0,522.0,18.0,13.0,-7.0,13.0,37.0,8.0,7.0,611.0
1,8,10.0,0,630.58,630.58,2,0.0,2,6,0,0,51.0,1200.0,522.0,18.0,-3.0,0.0,9.0,-0.0,-1.0,15.0,560.0
1,8,4.0,1,344.9,3000.0,2,1.0,2,5,1,1,25.0,1250.0,522.0,18.0,9.0,-7.0,12.0,-0.0,8.0,-25.0,537.0
1,8,3.0,1,149.9,3000.0,0,0.0,2,3,1,1,19.0,1136.0,522.0,18.0,13.0,-7.0,13.0,-0.0,-1.0,-25.0,533.0
1,2,5.0,0,449.99,449.99,2,1.0,2,3,1,1,26.0,1400.0,522.0,5.0,-3.0,0.0,12.0,-0.0,8.0,-25.0,519.0
1,8,3.0,1,262.08,3000.0,0,0.0,2,5,3,0,21.0,1200.0,522.0,18.0,13.0,-7.0,13.0,-0.0,-1.0,-25.0,533.0
1,8,1.0,1,899.0,3000.0,3,0.0,2,5,4,1,52.0,1500.0,522.0,18.0,13.0,-7.0,-18.0,37.0,-1.0,15.0,579.0
1,2,4.0,0,299.99,299.99,3,1.0,2,3,4,0,48.0,4000.0,522.0,5.0,9.0,0.0,13.0,37.0,8.0,7.0,601.0
1,8,4.0,0,654.03,654.03,3,0.0,4,7,4,1,71.0,2400.0,522.0,18.0,9.0,0.0,9.0,37.0,-1.0,43.0,637.0
1,8,3.0,0,317.59,317.59,0,1.0,1,5,4,0,53.0,1450.0,522.0,18.0,13.0,0.0,12.0,-0.0,8.0,15.0,588.0
1,8,4.0,1,251.9,1500.0,3,0.0,4,7,4,0,68.0,600.0,522.0,18.0,9.0,-7.0,13.0,37.0,-1.0,43.0,634.0
1,8,3.0,1,136.98,2000.0,3,0.0,2,5,1,1,55.0,1700.0,522.0,18.0,13.0,-7.0,13.0,37.0,-1.0,15.0,610.0
1,8,4.0,0,156.47,156.47,3,2.0,2,6,0,0,45.0,2300.0,522.0,18.0,9.0,0.0,13.0,37.0,8.0,7.0,614.0
1,8,10.0,0,500.34,500.34,3,0.0,4,7,4,1,61.0,2500.0,522.0,18.0,-3.0,0.0,9.0,37.0,-1.0,24.0,606.0
1,8,4.0,1,204.89,2000.0,3,3.0,2,3,1,1,49.0,900.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,7.0,607.0
1,2,12.0,0,792.98,792.98,0,1.0,2,3,0,0,35.0,2100.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,8.0,-7.0,501.0
1,2,12.0,0,578.99,578.99,3,2.0,2,5,0,1,43.0,1350.0,522.0,5.0,-9.0,0.0,9.0,37.0,8.0,7.0,579.0
1,2,12.0,0,538.99,538.99,2,1.0,2,3,2,1,36.0,2000.0,522.0,5.0,-9.0,0.0,9.0,-0.0,8.0,7.0,542.0
1,8,4.0,1,705.37,2000.0,2,3.0,2,2,0,1,40.0,4000.0,522.0,18.0,9.0,-7.0,9.0,-0.0,8.0,7.0,566.0
1,2,4.0,0,449.99,449.99,3,0.0,4,7,4,1,74.0,1500.0,522.0,5.0,9.0,0.0,12.0,37.0,-1.0,43.0,627.0
0,8,4.0,1,302.11,2000.0,0,1.0,2,3,1,0,25.0,1285.0,522.0,18.0,9.0,-7.0,13.0,-0.0,8.0,-25.0,538.0
1,8,4.0,0,616.93,616.93,3,1.0,2,3,1,1,28.0,1100.0,522.0,18.0,9.0,0.0,9.0,37.0,8.0,-25.0,578.0
1,2,5.0,0,483.99,483.99,3,1.0,2,3,4,1,58.0,2000.0,522.0,5.0,-3.0,0.0,12.0,37.0,8.0,24.0,605.0
1,8,4.0,1,199.9,3000.0,3,3.0,2,3,4,1,44.0,2800.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,7.0,607.0
1,8,1.0,1,115.8,3000.0,0,0.0,4,7,4,0,73.0,1800.0,522.0,18.0,13.0,-7.0,13.0,-0.0,-1.0,43.0,601.0
1,2,3.0,1,663.99,2000.0,3,0.0,4,7,4,1,69.0,1500.0,522.0,5.0,13.0,-7.0,9.0,37.0,-1.0,43.0,621.0
1,2,20.0,0,1398.99,1398.99,2,0.0,2,6,1,1,26.0,1300.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,-25.0,474.0
1,2,20.0,0,483.99,483.99,3,0.0,4,7,4,1,73.0,1500.0,522.0,5.0,-9.0,0.0,12.0,37.0,-1.0,43.0,609.0
1,2,5.0,0,899.99,899.99,2,2.0,2,2,0,1,36.0,3000.0,522.0,5.0,-3.0,0.0,-18.0,-0.0,8.0,7.0,521.0
1,2,20.0,0,733.98,733.98,3,0.0,2,6,0,0,24.0,1500.0,522.0,5.0,-9.0,0.0,9.0,37.0,-1.0,-25.0,538.0
1,8,4.0,1,493.16,3000.0,3,0.0,2,5,1,1,41.0,1850.0,522.0,18.0,9.0,-7.0,9.0,37.0,-1.0,7.0,594.0
1,2,10.0,1,483.99,3000.0,3,0.0,4,7,4,1,78.0,1670.0,522.0,5.0,-3.0,-7.0,12.0,37.0,-1.0,43.0,608.0
1,8,4.0,0,115.99,115.99,0,0.0,1,3,1,1,30.0,1324.0,522.0,18.0,9.0,0.0,13.0,-0.0,-1.0,-7.0,554.0
1,8,1.0,1,307.08,3000.0,3,0.0,4,7,4,1,72.0,2500.0,522.0,18.0,13.0,-7.0,12.0,37.0,-1.0,43.0,637.0
1,8,3.0,0,184.0,184.0,6,0.0,4,7,1,0,70.0,1700.0,522.0,18.0,13.0,0.0,13.0,37.0,-1.0,43.0,645.0
1,2,30.0,1,483.99,2000.0,3,0.0,4,7,4,0,70.0,1300.0,522.0,5.0,-9.0,-7.0,12.0,37.0,-1.0,43.0,602.0
1,8,4.0,1,150.58,2000.0,0,1.0,2,3,1,0,23.0,1100.0,522.0,18.0,9.0,-7.0,13.0,-0.0,8.0,-25.0,538.0
1,2,20.0,0,990.0,990.0,2,0.0,2,1,0,0,50.0,1500.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,15.0,514.0
1,2,20.0,0,1988.97,1988.97,0,0.0,2,2,1,0,63.0,2650.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,24.0,523.0
1,8,4.0,0,450.87,450.87,0,2.0,2,2,1,0,37.0,2100.0,522.0,18.0,9.0,0.0,12.0,-0.0,8.0,7.0,576.0
1,2,12.0,0,549.99,549.99,3,3.0,2,3,4,0,42.0,1800.0,522.0,5.0,-9.0,0.0,9.0,37.0,8.0,7.0,579.0
1,8,4.0,1,407.56,2000.0,1,0.0,4,7,1,1,80.0,1500.0,522.0,18.0,9.0,-7.0,12.0,-0.0,-1.0,43.0,596.0
1,8,4.0,1,103.9,2000.0,3,2.0,2,5,0,1,38.0,1750.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,7.0,607.0
1,8,3.0,1,313.6,2000.0,3,2.0,2,6,0,1,49.0,2700.0,522.0,18.0,13.0,-7.0,12.0,37.0,8.0,7.0,610.0
1,8,10.0,0,891.66,891.66,2,0.0,2,6,3,1,29.0,1950.0,522.0,18.0,-3.0,0.0,-18.0,-0.0,-1.0,-7.0,511.0
1,8,3.0,1,309.75,2000.0,0,0.0,2,6,0,1,43.0,1100.0,522.0,18.0,13.0,-7.0,12.0,-0.0,-1.0,7.0,564.0
1,2,20.0,0,524.99,524.99,3,0.0,4,7,1,1,68.0,1240.0,522.0,5.0,-9.0,0.0,9.0,37.0,-1.0,43.0,606.0
1,6,10.0,0,4290.0,4290.0,3,0.0,4,7,4,0,69.0,1100.0,522.0,5.0,-3.0,0.0,-18.0,37.0,-1.0,43.0,585.0
1,2,10.0,1,483.0,2000.0,1,0.0,4,7,3,1,76.0,1500.0,522.0,5.0,-3.0,-7.0,12.0,-0.0,-1.0,43.0,571.0
1,8,4.0,0,1406.56,1406.56,3,3.0,2,6,0,1,44.0,1970.0,522.0,18.0,9.0,0.0,-18.0,37.0,8.0,7.0,583.0
1,2,12.0,0,918.99,918.99,3,4.0,2,6,1,1,59.0,1375.0,522.0,5.0,-9.0,0.0,-18.0,37.0,8.0,24.0,569.0
1,2,10.0,1,1000.0,3000.0,3,2.0,2,2,4,1,49.0,3000.0,522.0,5.0,-3.0,-7.0,-18.0,37.0,8.0,7.0,551.0
1,8,3.0,1,300.0,2000.0,0,0.0,4,7,3,1,62.0,3000.0,522.0,18.0,13.0,-7.0,13.0,-0.0,-1.0,24.0,582.0
1,2,20.0,0,798.98,798.98,3,0.0,4,7,4,1,63.0,2300.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,24.0,560.0
1,1,10.0,0,1350.0,1350.0,6,1.0,2,3,4,1,59.0,2800.0,522.0,-16.0,-3.0,0.0,-18.0,37.0,8.0,24.0,554.0
1,8,4.0,1,136.78,3000.0,3,2.0,2,5,1,1,34.0,1400.0,522.0,18.0,9.0,-7.0,13.0,37.0,8.0,-7.0,593.0
1,2,20.0,0,1059.98,1059.98,0,0.0,2,5,1,0,32.0,1300.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,-7.0,492.0
1,2,20.0,0,1928.98,1928.98,3,0.0,2,2,4,1,57.0,5000.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,24.0,560.0
1,8,4.0,1,122.58,3000.0,0,0.0,2,3,1,0,23.0,850.0,522.0,18.0,9.0,-7.0,13.0,-0.0,-1.0,-25.0,529.0
1,8,4.0,0,194.6,194.6,2,0.0,2,6,3,1,48.0,1384.0,522.0,18.0,9.0,0.0,13.0,-0.0,-1.0,7.0,568.0
1,2,3.0,0,400.0,400.0,6,0.0,2,2,4,0,59.0,2200.0,522.0,5.0,13.0,0.0,12.0,37.0,-1.0,24.0,612.0
1,2,5.0,0,299.99,299.99,3,2.0,2,2,4,1,52.0,2000.0,522.0,5.0,-3.0,0.0,13.0,37.0,8.0,15.0,597.0
1,2,12.0,0,300.0,300.0,3,1.0,2,3,1,1,38.0,2500.0,522.0,5.0,-9.0,0.0,13.0,37.0,8.0,7.0,583.0
1,2,30.0,0,1000.0,1000.0,0,0.0,2,5,1,0,42.0,1500.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,7.0,506.0
1,8,4.0,1,153.8,2000.0,1,1.0,2,6,1,0,45.0,1500.0,522.0,18.0,9.0,-7.0,13.0,-0.0,8.0,7.0,570.0
1,2,15.0,0,658.98,658.98,0,0.0,2,6,3,1,34.0,1600.0,522.0,5.0,-9.0,0.0,9.0,-0.0,-1.0,-7.0,519.0
1,2,10.0,1,558.99,3000.0,3,1.0,2,6,4,0,56.0,2000.0,522.0,5.0,-3.0,-7.0,9.0,37.0,8.0,15.0,586.0
1,8,3.0,1,404.9,3000.0,0,0.0,2,5,1,1,39.0,1800.0,522.0,18.0,13.0,-7.0,12.0,-0.0,-1.0,7.0,564.0
1,1,10.0,0,400.0,400.0,5,3.0,2,2,4,0,44.0,1200.0,522.0,-16.0,-3.0,0.0,12.0,37.0,8.0,7.0,567.0
1,2,12.0,0,779.99,779.99,3,0.0,2,5,4,1,57.0,1500.0,522.0,5.0,-9.0,0.0,-18.0,37.0,-1.0,24.0,560.0
1,8,3.0,1,215.58,2000.0,3,2.0,2,2,0,0,43.0,2600.0,522.0,18.0,13.0,-7.0,13.0,37.0,8.0,7.0,611.0
1,8,3.0,1,507.47,2000.0,2,3.0,2,5,0,1,45.0,1600.0,522.0,18.0,13.0,-7.0,9.0,-0.0,8.0,7.0,570.0
1,3,4.0,0,2000.0,2000.0,3,0.0,4,7,4,1,75.0,2300.0,522.0,5.0,9.0,0.0,-18.0,37.0,-1.0,43.0,597.0
1,2,5.0,0,379.99,379.99,3,0.0,4,7,4,1,69.0,1300.0,522.0,5.0,-3.0,0.0,12.0,37.0,-1.0,43.0,615.0
1,2,20.0,0,922.99,922.99,0,0.0,2,3,1,0,23.0,1350.0,522.0,5.0,-9.0,0.0,-18.0,-0.0,-1.0,-25.0,474.0
1,8,4.0,1,524.6,2000.0,3,0.0,4,7,4,0,66.0,2500.0,522.0,18.0,9.0,-7.0,9.0,37.0,-1.0,43.0,630.0
